"stcounty_fips","state_name","county_name","acs_year","med_age","total_pop","med_grossRent","med_hhic","perc_white","perc_black","perc_hispanic","perc_other","edu_percentPop","election_year","DEM","REP","total_votes"
1073,"Alabama","Jefferson County",2020,37.9,658615,934,26.3801,0.51417596,0.428988104,0.039107825,0.01785717,0.289993395,2020,181688,138843,320531
1075,"Alabama","Lamar County",2020,44.3,13854,449,0.5631,0.874260141,0.110076512,0.017323517,0.002381984,0.14551754,2020,978,6174,7152
1077,"Alabama","Lauderdale County",2020,41.3,92870,669,3.8513,0.859427156,0.102444277,0.027586949,0.010584688,0.228803704,2020,11915,31721,43636
1079,"Alabama","Lawrence County",2020,42.6,32969,581,1.2551,0.782492645,0.106766963,0.022596985,0.061542661,0.165519124,2020,3562,12322,15884
1081,"Alabama","Lee County",2020,32.4,163461,856,6.0731,0.696765589,0.227093925,0.037274946,0.045796857,0.282238577,2020,27860,42221,70081
1083,"Alabama","Limestone County",2020,40,96921,723,3.2725,0.78898278,0.135450522,0.060255259,0.024267187,0.235305042,2020,13672,34640,48312
1085,"Alabama","Lowndes County",2020,42.5,9936,687,0.4213,0.247987118,0.748792271,0.004025765,0.001207729,0.167874396,2020,4972,1836,6808
1087,"Alabama","Macon County",2020,38.7,18437,621,0.7592,0.162716277,0.822368064,0.004339101,0.002766177,0.184574497,2020,7108,1541,8649
1089,"Alabama","Madison County",2020,38.5,367686,887,15.1628,0.672829534,0.245995224,0.050075336,0.032788847,0.351930723,2020,87286,102780,190066
1091,"Alabama","Marengo County",2020,41.8,19138,565,0.7499,0.46582715,0.517661198,0.025864772,0.001724318,0.188786707,2020,5488,5343,10831
1093,"Alabama","Marion County",2020,44.5,29818,530,1.178,0.922865383,0.037829499,0.025689181,0.005164666,0.17247971,2020,1463,12205,13668
1095,"Alabama","Marshall County",2020,39.2,96137,650,3.5115,0.902711755,0.02939555,0.141423177,0.010630662,0.200651154,2020,5943,33191,39134
1097,"Alabama","Mobile County",2020,38.1,413977,869,15.7557,0.580066042,0.361078031,0.028972624,0.025453105,0.22319839,2020,79474,101243,180717
1099,"Alabama","Monroe County",2020,43.5,21006,601,0.805,0.543892221,0.424545368,0.003522803,0.020137104,0.15052842,2020,4455,6147,10602
1101,"Alabama","Montgomery County",2020,36.7,226451,908,8.9511,0.34736433,0.579193733,0.035314483,0.032828294,0.275304591,2020,64529,33311,97840
1103,"Alabama","Morgan County",2020,40.5,119352,684,4.6388,0.785617334,0.12682653,0.084288491,0.011420001,0.20752899,2020,13234,39664,52898
1105,"Alabama","Perry County",2020,38.5,9104,376,0.314,0.296133568,0.690905097,0.019551845,0.00120826,0.138620387,2020,3860,1339,5199
1107,"Alabama","Pickens County",2020,42.5,20049,468,0.7731,0.567808868,0.402912863,0.049329144,0.002294379,0.154970323,2020,4022,5594,9616
1109,"Alabama","Pike County",2020,30.8,33274,727,1.17,0.577928713,0.373114143,0.02296087,0.025214882,0.190989962,2020,5636,8042,13678
1111,"Alabama","Randolph County",2020,43.6,22732,640,0.8655,0.772611297,0.190348408,0.029165933,0.006510646,0.192152032,2020,2203,8559,10762
1113,"Alabama","Russell County",2020,36.7,57938,798,2.3694,0.477665781,0.449152542,0.056405123,0.013652525,0.202285201,2020,11228,9864,21092
1115,"Alabama","St. Clair County",2020,40.5,88929,880,3.2765,0.870278537,0.094446131,0.024480203,0.013134073,0.193154089,2020,7744,36166,43910
1117,"Alabama","Shelby County",2020,39.5,216350,1078,8.0756,0.797596487,0.121160157,0.057101918,0.023609891,0.355872429,2020,33268,79700,112968
1119,"Alabama","Sumter County",2020,35.7,12595,677,0.5355,0.253275109,0.713537118,0.011591902,0.020246129,0.151806272,2020,4648,1598,6246
1121,"Alabama","Talladega County",2020,41.4,80244,666,3.1741,0.63482628,0.322815413,0.023690245,0.010779622,0.16725238,2020,13138,22235,35373
1123,"Alabama","Tallapoosa County",2020,45,40450,645,1.6359,0.698590853,0.276341162,0.024301607,0.00538937,0.18946848,2020,5859,14963,20822
1125,"Alabama","Tuscaloosa County",2020,33.2,208854,861,7.4713,0.633442501,0.322258611,0.038141477,0.018831337,0.247364187,2020,37765,51117,88882
1127,"Alabama","Walker County",2020,42,63802,640,2.544,0.895614558,0.060436977,0.025970973,0.006676907,0.164414909,2020,4834,26002,30836
1129,"Alabama","Washington County",2020,43.8,16336,742,0.583,0.659953477,0.242531832,0.008631244,0.076701763,0.15591332,2020,2258,6564,8822
1131,"Alabama","Wilcox County",2020,40.9,10552,677,0.3961,0.271796816,0.702994693,0.004548901,0.0015163,0.118460955,2020,4048,1833,5881
1133,"Alabama","Winston County",2020,46.1,23712,558,0.9612,0.955760796,0.008139339,0.031334345,0.007422402,0.144525978,2020,974,10195,11169
4001,"Arizona","Apache County",2020,35.4,71714,527,2.1505,0.220138327,0.007599632,0.066249268,0.737401344,0.128343141,2020,23293,11442,34735
4003,"Arizona","Cochise County",2020,41,126442,803,5.0917,0.820842758,0.040793407,0.354771358,0.033588523,0.258149982,2020,23732,35557,59289
4005,"Arizona","Coconino County",2020,31,142254,1185,4.9016,0.63130738,0.013560251,0.143693675,0.281686279,0.271781461,2020,44698,27052,71750
4007,"Arizona","Gila County",2020,50.4,53846,836,2.2523,0.739962114,0.007261449,0.19039483,0.169799057,0.203840582,2020,8943,18377,27320
4009,"Arizona","Graham County",2020,33.7,38304,824,1.1348,0.774932122,0.017831036,0.331114244,0.133589181,0.164525898,2020,4034,10749,14783
4011,"Arizona","Greenlee County",2020,35.7,9465,468,0.3295,0.876597993,0.018489171,0.472688854,0.042472266,0.148230322,2020,1182,2433,3615
4012,"Arizona","La Paz County",2020,57.4,21035,657,0.9928,0.740860471,0.009745662,0.27691942,0.154266698,0.15122415,2020,2236,5129,7365
4013,"Arizona","Maricopa County",2020,36.6,4412779,1182,159.6784,0.737876744,0.056583618,0.311439118,0.063917772,0.281855719,2020,1040774,995665,2036439
4015,"Arizona","Mohave County",2020,52.3,210998,839,9.0413,0.879553361,0.009365018,0.167186419,0.034592745,0.172698319,2020,24831,78535,103366
4017,"Arizona","Navajo County",2020,38.2,110271,712,3.6406,0.472563049,0.010646498,0.116812217,0.445121564,0.162708237,2020,23383,27657,51040
4019,"Arizona","Pima County",2020,38.7,1038476,931,41.0942,0.73314742,0.035090845,0.375429957,0.066624554,0.286576676,2020,304981,207758,512739
4021,"Arizona","Pinal County",2020,39.8,447559,1078,14.8435,0.767592653,0.045024231,0.304721836,0.067387763,0.21400307,2020,75106,107077,182183
4023,"Arizona","Santa Cruz County",2020,37.2,46594,657,1.6049,0.781645705,0.008541872,0.832553548,0.010559299,0.181375284,2020,13138,6194,19332
4025,"Arizona","Yavapai County",2020,54.1,232396,982,10.1245,0.893083358,0.006785831,0.146775332,0.024432434,0.276811993,2020,49602,91527,141129
4027,"Arizona","Yuma County",2020,34.8,211931,851,7.4624,0.693900373,0.021757081,0.640675503,0.027244716,0.14708089,2020,32210,36534,68744
5001,"Arkansas","Arkansas County",2020,41,17761,645,0.7416,0.713248128,0.25116829,0.033669275,0.006305951,0.17988852,2020,1818,4304,6122
5003,"Arkansas","Ashley County",2020,42.3,20000,530,0.7716,0.722,0.24885,0.0561,0.0067,0.12745,2020,2125,5548,7673
5005,"Arkansas","Baxter County",2020,52.3,41673,722,1.8727,0.949487678,0.001895712,0.024236316,0.009526552,0.214791352,2020,4635,15836,20471
5007,"Arkansas","Benton County",2020,35.5,273510,945,9.9661,0.819699463,0.01556433,0.167551461,0.058495119,0.267880516,2020,42249,73965,116214
5009,"Arkansas","Boone County",2020,42.9,37525,638,1.5043,0.958374417,0.002131912,0.025609594,0.013990673,0.189287142,2020,3064,13652,16716
5011,"Arkansas","Bradley County",2020,40.3,10805,565,0.4233,0.668486812,0.275242943,0.153817677,0.033688107,0.146321148,2020,1214,2335,3549
5013,"Arkansas","Calhoun County",2020,45.3,5160,647,0.1754,0.744186047,0.221511628,0.041860465,0.002906977,0.152906977,2020,479,1636,2115
5015,"Arkansas","Carroll County",2020,44.8,28062,576,1.1079,0.892986957,0.00894448,0.1509871,0.035599743,0.192537952,2020,4023,7424,11447
5017,"Arkansas","Chicot County",2020,43.4,10433,568,0.4052,0.425668552,0.53781271,0.057413975,0.007572127,0.137160932,2020,2260,1752,4012
5019,"Arkansas","Clark County",2020,32.6,22341,600,0.8336,0.699789624,0.242066156,0.048296853,0.008862629,0.18584665,2020,3438,4616,8054
5021,"Arkansas","Clay County",2020,42.7,14710,625,0.6476,0.955336506,0.00489463,0.022093814,0.004146839,0.154044867,2020,962,4086,5048
5023,"Arkansas","Cleburne County",2020,49.5,25063,709,1.0882,0.960738938,0.009057176,0.024179069,0.012169333,0.182101105,2020,1988,10328,12316
5025,"Arkansas","Cleveland County",2020,42.5,8063,618,0.317,0.844226715,0.134813345,0,0.002852536,0.162222498,2020,651,2867,3518
5027,"Arkansas","Columbia County",2020,35.5,23620,681,0.8456,0.610160881,0.361642676,0.027519052,0.01045724,0.152624894,2020,2814,5500,8314
5029,"Arkansas","Conway County",2020,42.7,20895,614,0.8491,0.852117732,0.101028954,0.040392438,0.009188801,0.191194066,2020,2615,5694,8309
5031,"Arkansas","Craighead County",2020,34.4,109081,780,4.2203,0.776358853,0.152189657,0.051374667,0.015309724,0.22891246,2020,11921,25558,37479
5033,"Arkansas","Crawford County",2020,39.2,63118,700,2.4065,0.877198264,0.015954244,0.079644475,0.036233721,0.187664375,2020,4959,18607,23566
5035,"Arkansas","Crittenden County",2020,35.3,48381,734,1.9021,0.426923792,0.4859759,0.027097414,0.009714557,0.160248858,2020,8514,7333,15847
5037,"Arkansas","Cross County",2020,40.7,16576,727,0.6568,0.737934363,0.177907819,0.020571911,0.002352799,0.147019788,2020,1772,4946,6718
5039,"Arkansas","Dallas County",2020,45.1,7114,689,0.2992,0.538937307,0.43055946,0.016446444,0.008996345,0.131149845,2020,963,1573,2536
5041,"Arkansas","Desha County",2020,40.8,11538,565,0.5059,0.488039522,0.4741723,0.063615878,0.007453631,0.11717802,2020,2016,1921,3937
5043,"Arkansas","Drew County",2020,37.3,18263,661,0.7207,0.684772491,0.284619175,0.035755352,0.000438044,0.181569293,2020,2426,4349,6775
5045,"Arkansas","Faulkner County",2020,33.3,124800,819,4.5091,0.81724359,0.115040064,0.041602564,0.016458333,0.244799679,2020,18347,34421,52768
5047,"Arkansas","Franklin County",2020,41.8,17785,607,0.6671,0.931852685,0.009839753,0.031937026,0.026932809,0.138262581,2020,1300,5677,6977
5049,"Arkansas","Fulton County",2020,48.7,12301,532,0.5014,0.946508414,0.003333062,0.006259654,0.012519307,0.14754898,2020,1035,3961,4996
5051,"Arkansas","Garland County",2020,45.1,99043,791,4.0906,0.850085316,0.083549569,0.057540664,0.018406147,0.227204346,2020,14045,29069,43114
5053,"Arkansas","Grant County",2020,40.1,18229,700,0.7049,0.939272588,0.026276812,0.028800263,0.002688025,0.189258873,2020,1268,6794,8062
5055,"Arkansas","Greene County",2020,37.7,45197,725,1.7587,0.936433834,0.023143129,0.028895723,0.006969489,0.15600593,2020,3058,12670,15728
5057,"Arkansas","Hempstead County",2020,40.8,21695,681,0.81,0.564738419,0.301037105,0.128554967,0.010140585,0.16953215,2020,2138,4470,6608
5059,"Arkansas","Hot Spring County",2020,40.9,33667,635,1.2515,0.846229245,0.112781062,0.035257077,0.005316779,0.166869635,2020,3082,9202,12284
5061,"Arkansas","Howard County",2020,39.6,13267,649,0.5271,0.663299917,0.205170724,0.126629984,0.014321248,0.149920856,2020,1340,3367,4707
5063,"Arkansas","Independence County",2020,39.4,37585,653,1.4325,0.898177464,0.019129972,0.066223227,0.010882001,0.17610749,2020,2806,11250,14056
5065,"Arkansas","Izard County",2020,48,13596,596,0.4911,0.902471315,0.010444248,0.02397764,0.008237717,0.179317446,2020,1021,4631,5652
5067,"Arkansas","Jackson County",2020,40,16908,552,0.6241,0.769399101,0.115270878,0.029630944,0.001774308,0.137272297,2020,1365,3593,4958
5069,"Arkansas","Jefferson County",2020,39.5,68123,741,2.663,0.392510606,0.557814541,0.021754767,0.018026217,0.162338711,2020,14981,9521,24502
5071,"Arkansas","Johnson County",2020,38.4,26475,619,0.9792,0.889707271,0.015561851,0.139754485,0.025911237,0.138319169,2020,2283,6938,9221
5073,"Arkansas","Lafayette County",2020,48,6728,513,0.2898,0.598543401,0.357609988,0.029429251,0.010404281,0.14283591,2020,839,1757,2596
5075,"Arkansas","Lawrence County",2020,40.4,16511,552,0.6584,0.947005027,0.014051239,0.016231603,0.00351281,0.139664466,2020,1080,4569,5649
5077,"Arkansas","Lee County",2020,42.3,8963,522,0.3202,0.426308156,0.557179516,0.027334598,0.004128082,0.107776414,2020,1423,1286,2709
5079,"Arkansas","Lincoln County",2020,38.7,13278,550,0.3598,0.658457599,0.302455189,0.040894713,0.005497816,0.102876939,2020,1032,2729,3761
5081,"Arkansas","Little River County",2020,42.8,12345,579,0.5292,0.745646011,0.192952612,0.036857027,0.014094775,0.151964358,2020,1226,3715,4941
5083,"Arkansas","Logan County",2020,43,21619,589,0.8359,0.898515195,0.01484805,0.030621213,0.024006661,0.142235996,2020,1544,6441,7985
5085,"Arkansas","Lonoke County",2020,36.7,73163,816,2.7218,0.88198953,0.055369517,0.045542146,0.016962126,0.204556948,2020,6686,22884,29570
5087,"Arkansas","Madison County",2020,41,16393,607,0.6045,0.924296956,0.001037028,0.058256573,0.021960593,0.119502227,2020,1563,5658,7221
5089,"Arkansas","Marion County",2020,52.1,16586,652,0.6918,0.957494272,0.006873267,0.02363439,0.016097914,0.186482576,2020,1531,5783,7314
5091,"Arkansas","Miller County",2020,39.7,43515,742,1.6237,0.696403539,0.250327473,0.034447892,0.017097553,0.166356429,2020,4245,11920,16165
5093,"Arkansas","Mississippi County",2020,36.8,41396,655,1.6623,0.60230457,0.349937192,0.043603247,0.006256643,0.1556189,2020,4558,7296,11854
5095,"Arkansas","Monroe County",2020,46,6879,508,0.3234,0.545137375,0.422590493,0.010902747,0.009158308,0.12952464,2020,1147,1545,2692
5097,"Arkansas","Montgomery County",2020,50.6,8964,551,0.3706,0.92157519,0.003458278,0.043061133,0.014725569,0.1694556,2020,731,3046,3777
5099,"Arkansas","Nevada County",2020,44.6,8249,716,0.3188,0.625530367,0.348163414,0.000121227,0.003273124,0.14122924,2020,1076,2133,3209
5101,"Arkansas","Newton County",2020,49.1,7753,552,0.2996,0.931123436,0.000386947,0.009286728,0.022829872,0.164323488,2020,709,3192,3901
5103,"Arkansas","Ouachita County",2020,44.4,23597,562,0.9487,0.563334322,0.426367759,0.024028478,0.000423783,0.145823622,2020,3995,5294,9289
5105,"Arkansas","Perry County",2020,44,10342,625,0.37,0.924482692,0.028137691,0.030651711,0.002320634,0.16988977,2020,1012,3479,4491
5107,"Arkansas","Phillips County",2020,39.5,18151,573,0.7561,0.351771252,0.634896149,0.019558151,0.00049584,0.165996364,2020,3623,2417,6040
5109,"Arkansas","Pike County",2020,43.7,10714,622,0.4215,0.889117043,0.038081015,0.06524174,0.006440172,0.177431398,2020,644,3519,4163
5111,"Arkansas","Poinsett County",2020,39.9,23747,605,0.9567,0.870509959,0.037394197,0.032088264,0.001221207,0.108897966,2020,1424,5918,7342
5113,"Arkansas","Polk County",2020,44.4,19999,657,0.8114,0.902645132,0.00520026,0.065553278,0.020051003,0.161908095,2020,1246,7035,8281
5115,"Arkansas","Pope County",2020,35.6,63926,698,2.2863,0.893939868,0.027234615,0.09201264,0.016456528,0.19988737,2020,5772,18081,23853
5117,"Arkansas","Prairie County",2020,46,8138,646,0.3755,0.858687638,0.116244778,0.018309167,0.002949128,0.166379946,2020,654,2786,3440
5119,"Arkansas","Pulaski County",2020,37.4,393078,875,16.1652,0.545843319,0.370397224,0.061601005,0.026111866,0.291458693,2020,101947,63687,165634
5121,"Arkansas","Randolph County",2020,40,17934,637,0.7294,0.93448199,0.009200401,0.022025204,0.012880562,0.171908108,2020,1215,5355,6570
5123,"Arkansas","St. Francis County",2020,38.7,25477,688,0.9313,0.4018134,0.528712172,0.053224477,0.012874357,0.139027358,2020,3604,3242,6846
5125,"Arkansas","Saline County",2020,39.6,120990,835,4.5098,0.870361187,0.076642698,0.049731383,0.015728573,0.256128606,2020,16060,39556,55616
5127,"Arkansas","Scott County",2020,41.2,10269,619,0.4114,0.869997079,0.021618463,0.078683416,0.017333723,0.132632194,2020,483,2962,3445
5129,"Arkansas","Searcy County",2020,48.4,7898,536,0.3235,0.90883768,0.005191188,0.026462396,0.036844771,0.13762978,2020,588,3365,3953
5131,"Arkansas","Sebastian County",2020,37.9,127670,715,5.2026,0.720584319,0.061956607,0.144098065,0.056129083,0.205451555,2020,14487,31198,45685
5133,"Arkansas","Sevier County",2020,35.2,16947,601,0.569,0.619755709,0.04637989,0.335516611,0.036702661,0.128636337,2020,1116,3884,5000
5135,"Arkansas","Sharp County",2020,47.9,17217,552,0.7315,0.938026369,0.010222455,0.023929837,0.001858628,0.124353836,2020,1398,5938,7336
5137,"Arkansas","Stone County",2020,50,12582,636,0.4866,0.940629471,0.000953743,0.019472262,0.00866317,0.176680973,2020,1180,4616,5796
5139,"Arkansas","Union County",2020,41.3,39089,707,1.5855,0.641203408,0.329581212,0.040190335,0.015042595,0.204379749,2020,5584,10478,16062
5141,"Arkansas","Van Buren County",2020,48.6,16578,600,0.722,0.943901556,0.006213053,0.032452648,0.014959585,0.17088913,2020,1593,6034,7627
5143,"Arkansas","Washington County",2020,32.2,236198,819,8.9094,0.7515813,0.034208588,0.168917603,0.061063176,0.239324634,2020,43824,47504,91328
5145,"Arkansas","White County",2020,37.1,78725,692,2.8903,0.909355351,0.042794538,0.044420451,0.012473801,0.185912988,2020,5978,24182,30160
5147,"Arkansas","Woodruff County",2020,46.1,6477,522,0.3002,0.697853945,0.292264937,0.002315887,0.000154392,0.166435078,2020,856,1543,2399
5149,"Arkansas","Yell County",2020,40,21425,591,0.7797,0.778016336,0.020910152,0.205227538,0.016056009,0.12462077,2020,1284,5226,6510
6001,"California","Alameda County",2020,37.8,1661584,1904,57.3174,0.379780378,0.103468738,0.222405849,0.327358713,0.39220226,2020,617659,136309,753968
6003,"California","Alpine County",2020,47.6,1159,639,0.0397,0.572044866,0.008628128,0.157894737,0.319240725,0.332182916,2020,476,244,720
6005,"California","Amador County",2020,49.9,39023,1057,1.4844,0.846680163,0.023857725,0.143274479,0.017451247,0.24885324,2020,8153,13585,21738
6007,"California","Butte County",2020,36.9,223344,1087,8.3879,0.799520023,0.017309621,0.168283007,0.063077584,0.253984884,2020,50426,48730,99156
6009,"California","Calaveras County",2020,52.8,45828,1354,1.6958,0.87409444,0.009819324,0.124596317,0.030549009,0.24546129,2020,10046,16518,26564
6011,"California","Colusa County",2020,35.4,21491,918,0.7329,0.791587176,0.015355265,0.597459402,0.021962682,0.157786981,2020,3234,4554,7788
6013,"California","Contra Costa County",2020,39.9,1147788,1928,39.8299,0.530401956,0.085877357,0.257705256,0.18385451,0.358545306,2020,416386,152877,569263
6015,"California","Del Norte County",2020,40,27692,946,0.9805,0.72230247,0.0269753,0.200491117,0.103748375,0.168062978,2020,4677,6461,11138
6017,"California","El Dorado County",2020,46.3,190345,1320,7.3078,0.86449342,0.008332239,0.130147889,0.057274948,0.341500959,2020,51621,61838,113459
6019,"California","Fresno County",2020,32.4,990204,1029,31.0097,0.603485746,0.046638874,0.533519356,0.119595558,0.192202819,2020,193025,164464,357489
6021,"California","Glenn County",2020,35.9,28060,810,1.0216,0.801069138,0.007769066,0.421525303,0.054169636,0.151461155,2020,3995,7063,11058
6023,"California","Humboldt County",2020,38.9,136101,1002,5.412,0.787290321,0.011447381,0.11923498,0.078015591,0.284465213,2020,44768,21770,66538
6025,"California","Imperial County",2020,32.5,180580,847,4.5768,0.566535607,0.026115849,0.846605383,0.027417211,0.133741278,2020,34678,20847,55525
6027,"California","Inyo County",2020,45.3,17930,938,0.7954,0.764361405,0.005354155,0.229503625,0.124930284,0.256887897,2020,4634,4620,9254
6029,"California","Kern County",2020,31.9,892458,994,27.3556,0.676074392,0.054377909,0.538624787,0.05963642,0.15179874,2020,133366,164484,297850
6031,"California","Kings County",2020,32,151090,1030,4.3604,0.633820901,0.064994374,0.549036998,0.053266265,0.145674763,2020,18699,24072,42771
6033,"California","Lake County",2020,45.3,64276,1028,2.5508,0.757856743,0.024628166,0.212629909,0.054374883,0.205535503,2020,14941,13123,28064
6035,"California","Lassen County",2020,36.8,30600,928,0.9172,0.790228758,0.088660131,0.192581699,0.049705882,0.152124183,2020,2799,8970,11769
6037,"California","Los Angeles County",2020,36.7,10040682,1534,333.2504,0.477575726,0.080700295,0.483168773,0.158537637,0.279220973,2020,3028885,1145530,4174415
6039,"California","Madera County",2020,34.1,155925,1068,4.4479,0.606977714,0.031547218,0.583344557,0.038633959,0.143126503,2020,23168,29378,52546
6041,"California","Marin County",2020,47.1,259441,2170,10.49,0.76729584,0.0231305,0.1608728,0.062033372,0.487155076,2020,128288,24612,152900
6043,"California","Mariposa County",2020,51.8,17319,1010,0.7846,0.873837981,0.015358854,0.117847451,0.036953635,0.298458341,2020,4088,5950,10038
6045,"California","Mendocino County",2020,43.4,87110,1134,3.4164,0.800241075,0.004867409,0.256618069,0.065044197,0.231626679,2020,28782,13267,42049
6047,"California","Merced County",2020,31.2,273661,1054,8.1306,0.509641491,0.029927538,0.602336467,0.089563365,0.129806586,2020,48991,39397,88388
6049,"California","Modoc County",2020,47.6,8853,757,0.3594,0.881170225,0.013893595,0.148763131,0.055235513,0.207387326,2020,1150,3109,4259
6051,"California","Mono County",2020,39.5,14395,1248,0.5196,0.831260854,0.005626954,0.270441125,0.072247308,0.290100729,2020,4013,2513,6526
6053,"California","Monterey County",2020,34.7,432977,1600,12.8003,0.484665467,0.02577966,0.590128344,0.070123817,0.221309677,2020,113953,46299,160252
6055,"California","Napa County",2020,41.8,138572,1775,4.8484,0.711644488,0.020653523,0.341338799,0.084483157,0.326018243,2020,49817,20676,70493
6057,"California","Nevada County",2020,50.5,99417,1315,4.0917,0.92134142,0.004124043,0.095355925,0.017642858,0.371998753,2020,36359,26779,63138
6059,"California","Orange County",2020,38.3,3170345,1928,104.0001,0.576265359,0.017052087,0.337942085,0.218456666,0.337979305,2020,814009,676498,1490507
